station,city,email,country
WGVD,"Dwight, IL",wgvd973@gmail.com,USA
KDKI-LP,"Twin Falls, ID",kdkiradio@gmail.com,USA
89.3 K-LOVE Radio KLOV,"Monticello, FL",klove@klove.com,USA
KQPI,"Aberdeen, ID",contactus@99kupi.com,USA
Bob FM,"Ontario, OR",BOB@IMPACTRADIOGROUP.COM,USA
Rejoice Radio,"Pensacola, FL",rbn@rejoice.org,USA
The New AM 950 WTLN,"Orlando, FL",wtln@wtln.com,USA
WTIM,"Assumption, IL",rjm1955@gmail.com,USA
101.5 LITE FM,"Miami, FL",litefm@LiteMiami.com,USA
WTMY,"Sarasota, FL",traffic.wtmy@gmail.com,USA
KHPR,"Hilo, HI",admin@hawaiipublicradio.org,USA
107.3,"Pensacola, FL",paulapetersen@clearchannel.com,USA
WJVL,"Janesville, WI",rwest@wjvl.com,USA
La Grande 1030,"Oviedo, FL",info@1030lagrande.com,USA
Sports Talk 1080 The Team,"Kissimmee, FL",web@radiogenesis.com,USA
Q102,"Rome, GA",morningshow@q102rome.com,USA
WAY-FM,"Marianna, FL",supportservices@wayfm.com,USA
WYLL,"Chicago, IL",mbrown@salemradiochicago.com,USA
BBN English,"Leesburg, FL",bbn@bbnradio.org,USA
96.1 JAMZ,"Tallahassee, FL",info@netphiles.com,USA
Lite 107.3,"Fort Atkinson, WI",gdouglas@nrgmedia.com,USA
News Talk 690,"Blackfoot, ID",tim@eiradio.com,USA
Q105 Tampa Bay,"Tampa, FL",Scott@MyQ105.com,USA
WBYS,"Canton, IL",wbysradio@yahoo.com,USA
Harvest Family Radio,"Barrigada, GU",khmg@hbcguam.net,USA
Today's Life,"Miami, FL",Rob.Sidney@TodaysLifeMiami.com,USA
Air1 Radio,"Nyssa, OR",air1@air1.com,USA
Revelation Radio,"Pocatello, ID",radioinfo@calvaryif.org,USA
WNNS,"Springfield, IL",deb@wnns.com,USA
WMMR,"Philadelphia, PA",webmaster@wmmr.com,USA
BBN English,"Sarasota, FL",bbn@bbnradio.org,USA
KTUH,"Honolulu, HI",gm@ktuh.org,USA
Live 101.9,"Bainbridge, GA",dustin@live1019.com,USA
KISU-FM,"Pocatello, ID",kisufm91@gmail.com,USA
Classic Hits 102.9 & 1130,"Bartow, FL",news@wwbf.com,USA
WSDR,"Sterling, IL",wsdr1240@theramp.net,USA
96 Rock,"Orlando, FL",greg.stevens@coxradio.com,USA
KBSU-HD2,"Twin Falls, ID",boisestatepublicradio@boisestate.edu,USA
WCPT,"Willow Springs, IL",web@newswebradio.net,USA
The Fan,"Blackshear, GA",afternoonblitz@yahoo.com,USA
KIYE,"Kamiah, ID",kiye@nezperce.org,USA
WFSU-FM,"Tallahassee, FL",mail@wfsu.org,USA
ESPN Deportes Miami,"Miami Springs, FL",jaranguren@espndeportsmiami.com,USA
WWTG,"Carpentersville, IL",info@LifeConnectionRadio.org,USA
Family Radio Network East,"West Palm Beach, FL",familyradio@familyradio.org,USA
WJSO,"Freeport, IL",wjso@moody.edu,USA
Reach FM,"Miami Beach, FL",info@reachfm.org,USA
Reach FM,"Clermont, FL",info@reachfm.org,USA
Nash FM 97.9,"Boise, ID",Wes.McShay@citcomm.com,USA
Sun 103.1,"Plantation Key, FL","sun103@flkeysmendia,com",USA
Rejoice Radio,"Twin Falls, ID",rbn@rejoice.org,USA
X925.com,"Idaho Falls, ID",contactus@genx925.com,USA
Shake 108,"Miami, FL",info@shake108.com,USA

