country,station,location,email-href
Malawi,"YONECO FM

      Real Voice for the youth,Women and Children",,mailto:panjiharawa@yoneco.org.mw
Morocco,"Chada FM

      Multilingual",,mailto:contact@chadafm.net
Uganda,"Radio Simba

      The Best Luganda Station in the World!",,http://tunein.com/Syndication/Edit/?stationId=18569
Egypt,"إذاعة القرآن الكريم

      تعتبر إذاعة القرآن الكريم...","Cairo, Egypt",mailto:qurannet@ertu.org
Morocco,"Medi 1

      Ia Radio Du Grand Maghreb Au Maroc",,mailto:medi1@medi1.com
Reunion,"RFM Réunion

      Le meilleur de la musique","Saint-Denis, Reunion",http://tunein.com/Syndication/Edit/?stationId=191176
Zambia,"Zambezi FM Radio

      Let The Waves Flow...",,mailto:swithinhaangala@yahoo.com
Benin,"La Voix de la Lama

      English","Allada, Benin",http://tunein.com/Syndication/Edit/?stationId=150109
Tanzania,"WAPO RADIO FM 98.1

      English","Dar es Salaam, Tanzania",http://tunein.com/Syndication/Edit/?stationId=151786
Mauritania,"SaharaMedia FM

      Arabic","Nouakchott, Mauritania",mailto:saharamedias@gmail.com
Lesotho,"PC FM

      Ha Ntatae!!","Maseru, Lesotho",http://tunein.com/Syndication/Edit/?stationId=47696
Ethiopia,"EBC Addis 97.1

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=138734
Nigeria,"Nigeriainfo FM 95.1 Abuja

      Your #1 Talk, News & Sport Station",,mailto:rcahilig@coollink.us
Morocco,"Aswat

      le plaisir de vivre ensemble","Casablanca, Morocco",http://tunein.com/Syndication/Edit/?stationId=105660
Seychelles,"Seychelles Lounge Radio

      Your Daily Ticket to Paradise",,mailto:contact@fmseychelles.com
Cape Verde,"Praia FM

      Portuguese","Achada Baleia, Cape Verde",http://tunein.com/Syndication/Edit/?stationId=47673
Tunisia,"Radio IFM

      Le Meilleur De La Musique Sur La Plus Belle Radio","Tunis, Tunisia",mailto:contact@ifm.tn
Algeria,"Radio Adrar

      Arabic","Adrar, Regionale du Sud- Est, Algeria",http://tunein.com/Syndication/Edit/?stationId=16044
Gambia,"Unique FM

      ...Renewed Sound in You","Banjul, Gambia",mailto:info@uniquefm.gm
Reunion,"Radio Plus FM

      Elle est bonne cette radio!",,http://tunein.com/Syndication/Edit/?stationId=47600
Gambia,"Paradise FM

      Absolutely # 1","Farafenni, Gambia",mailto:psdrammtg.edu.gmeh@u
Burkina Faso,"Radio Salankoloto

      Radio Salankoloto is a...","Ouagadougou, Burkina Faso",http://tunein.com/Syndication/Edit/?stationId=150117
South Africa,"Lotus FM

      Share the Experience",,mailto:info@lotusfm.co.za
South Africa,"Jacaranda FM

      SA's Best Mix of the 80s, 90s and Now",,mailto:enquiries@jacarandafm.com
Angola,"L.A.C FM

      Luanda Antena Comercial","Luanda, Luanda, Angola",mailto:lac@lacluanda.com
Senegal,"Dakar FM RTS

      French",,http://tunein.com/Syndication/Edit/?stationId=16165
Cape Verde,"RFI 1 Afrique / RFI 2

      Actualité Afrique, Monde En Français Et En 19 Langues",,http://tunein.com/Syndication/Edit/?stationId=16074
Senegal,"RTS Ziguinshor FM

      Multilingual","Ziguinchor, Senegal",http://tunein.com/Syndication/Edit/?stationId=238791
Cote D'ivoire,"Fréquence 2

      French",,http://tunein.com/Syndication/Edit/?stationId=16122
Rwanda,"Radio10

      Simply Rwandaful!","Kigali, Rwanda",mailto:contact@radio10.rw
Uganda,"Radio Pacis

      Peace of Christ For All",,mailto:tonino.p.arua@radiopacis.org
South Africa,"Radio Islam

      The World is our Community","Johannesburg, South Africa",mailto:support@radioislam.org.za
Tunisia,"Zitouna FM

      La Radio Du Coran En Tunisie",,http://tunein.com/Syndication/Edit/?stationId=86784
Namibia,"Omulunga Radio

      English",,mailto:omulunga @ omulunga.com.na
Namibia,"Radio Cosmos Namibia

      English",,mailto:info@kosmos.com.na
Benin,"LC2 International

      French",,http://tunein.com/Syndication/Edit/?stationId=100800
Cote D'ivoire,"Radio Yopougon

      French","Yopougon-Attie, Côte d'Ivoire",http://tunein.com/Syndication/Edit/?stationId=10654
St. Helena,"BBC World Service English Bay

      BBC World Service is the...","Edinburgh of the Seven Seas, St. Helena",mailto:bbcwsafrica@bbc.co.uk
Sao Tome-Principe,"RFI 1 Afrique / RFI 2

      Radio France Internationale, Actualite Afrique et Monde en Franc",,http://tunein.com/Syndication/Edit/?stationId=16161
Algeria,"Radio Coran

      محطة دينية مخصصة لإذاعة...",,mailto:contact@radio-coran.net
Mozambique,"RFI 1 Afrique / RFI 2

      French","Maputo, Mozambique",http://tunein.com/Syndication/Edit/?stationId=6289
Egypt,"Radio Masr

      Arabic","Cairo, Egypt",http://tunein.com/Syndication/Edit/?stationId=245277
Mozambique,"Radio 99

      Portuguese","Maputo, Em primeiro lugar em todo lugar, Mozambique",mailto:comercial@99fm.co.mz
Malawi,"Capital FM Malawi

      Malawi's Hit Music Station","Blantyre, Malawi",mailto:music@capitalradiomalawi.com
Cameroon,"Femmes FM

      French",,http://tunein.com/Syndication/Edit/?stationId=7504
Algeria,"Radio Algeria Koran/Culture

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=117236
Nigeria,"Magic FM Aba

      Feel the Magic",,mailto:info@magicfmnigeria.com
Sudan,"BBC World Service Khartoum

      BBC World Service is the...",,mailto:worldservice@bbc.co.uk
Burundi,"RFI Afrique

      Radio France Internationale",,http://tunein.com/Syndication/Edit/?stationId=44233
Cote D'ivoire,"Radio Evangile Alliance

      French","Abidjan, Côte d'Ivoire",http://tunein.com/Syndication/Edit/?stationId=1648
Tanzania,"Radio Kwizera

      Jukwaa La Matumaini","Ngara, Tanzania",mailto:missangadam@aol.com
Congo,"BRN TV

      La television planetaire panafricaine de liberte d experssion et",,mailto:pub@bigroberto.com
Sierra Leone,"RFI 1 Afrique / RFI 2

      French","Freetown, Sierra Leone",http://tunein.com/Syndication/Edit/?stationId=6218
Gambia,"Gambia Radio GRTS

      English","Bakau, Gambia",http://tunein.com/Syndication/Edit/?stationId=16133
Mozambique,"RFI 1 Afrique / RFI 2

      French",,http://tunein.com/Syndication/Edit/?stationId=6289
Angola,"RNA R Cabinda

      Portuguese","Cabinda, Angola",http://tunein.com/Syndication/Edit/?stationId=251453
Nigeria,"Wazobia FM 99.5 Abuja

      WAZOBIA FM is the 1st...","Abuja, Nigeria",mailto:rcahilig@coollink.us
Tunisia,"Radio Gafsa

      Arabic",,mailto:info@radiotunis.com
DR Congo,"Top Congo FM

      La Frequence Utile",,mailto:info@topcongo.info
Algeria,"Radio Essouhoub

      Arabic","Laghouat, Regionale du Sud- Est, Algeria",http://tunein.com/Syndication/Edit/?stationId=16042
Madagascar,"Radio Voanio

      French",,mailto:radio@voanio.com
Togo,"Radio Bonne Nouvelle Togo

      La voix du Christ","Lomé, Togo",mailto:vieabel@yahoo.fr
Reunion,"NRJ Réunion

      Hit Music Only",,http://tunein.com/Syndication/Edit/?stationId=6355
Botswana,"Duma FM

      English",,http://tunein.com/Syndication/Edit/?stationId=138245
Togo,"RFI 1 Afrique

      French","Kara, Togo",http://tunein.com/Syndication/Edit/?stationId=6225
Algeria,"Radio Tiaret

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=122491
Zimbabwe,"National FM ZBC

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=6453
Togo,"Radio Bonne Nouvelle Togo

      La voix du Christ",,mailto:vieabel@yahoo.fr
DR Congo,"Kin Web TV

      100% congolese music videos 24/7","Kinshasa, DR Congo",http://tunein.com/Syndication/Edit/?stationId=104690
Benin,"RFI 1 Afrique

      French","Parakou, Borgou, Benin",http://tunein.com/Syndication/Edit/?stationId=16106
Algeria,"Radio Tiaret

      Arabic","Tiaret, Algeria",http://tunein.com/Syndication/Edit/?stationId=122491
Zambia,"Radio Phoenix

      English","Lusaka, Zambia",mailto:rphoenix@zamnet.zm
Cameroon,"Kalak FM

      French",,mailto:kalak@kalakfm.com
Benin,"La Voix de la Lama

      English",,http://tunein.com/Syndication/Edit/?stationId=150109
Cameroon,"TBC Radio

      French",,http://tunein.com/Syndication/Edit/?stationId=105833
Morocco,"Radio Chaine Inter

      French","Rabat, Morocco",http://tunein.com/Syndication/Edit/?stationId=129389
Malawi,"MBC TV

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=206845
Angola,"L.A.C FM

      Luanda Antena Comercial",,mailto:lac@lacluanda.com
Guinea,"Bonheur FM Guinée

      La radio qui vous fait partager le bonheur",,mailto:radiobonheurfmguinee@gmail.com
Guinea-Bissau,"Rádio Jovem Guiné-Bissau

      Portuguese","Bissau, Guinea-Bissau",http://tunein.com/Syndication/Edit/?stationId=158284
Egypt,"FM نجوم

      علي كيفك","Cairo, Egypt",mailto:contactnrp@nileradioproductions.net
Uganda,"Dembe FM

      English","Kampala, Uganda",mailto:Administration@ugamuziki.com
Ghana,"Otec FM

      English",,http://tunein.com/Syndication/Edit/?stationId=238886
Tunisia,"Radio Oasis Fm

      Arabic",,mailto:contact@oasisfm.tn
Uganda,"Bukedde FM 100.5

      Embutikizi","Kampala, Uganda",mailto:tam978@gmail.com
Zambia,"Sky FM

      English","Monze, Zambia",http://tunein.com/Syndication/Edit/?stationId=110033
Lesotho,"Thaha-Khube FM

      English",,http://tunein.com/Syndication/Edit/?stationId=142268
Sudan,"Mango 96 FM

      Arabic",,mailto:Contact@mango96.com
Ghana,"Starr

      Simply The Best!","Accra, Ghana",mailto:webmaster@starrfmonline.com
Tanzania,"Magic FM 92.9

      believe in the power of magic",,mailto:elkindy24@hotmail.com
Cote D'ivoire,"RTI La Chaîne Nationale

      French",,http://tunein.com/Syndication/Edit/?stationId=16120
Senegal,"Sud FM

      Sen Radio","Dakar, Senegal",http://tunein.com/Syndication/Edit/?stationId=6977
Tanzania,"Qiblaten FM

      Sauti ya Hekima","Iringa, Tanzania",mailto:info@dhinureyn.com
Mali,"Radio Rurale

      Radio Rural Kayes","Kayes, Mali",http://tunein.com/Syndication/Edit/?stationId=50171
Togo,"RFI 1 Afrique

      French",,http://tunein.com/Syndication/Edit/?stationId=6223
Zambia,"Hot FM

      THE HEAT IS ON !!","Lusaka, Zambia",mailto:info@hot877.com
Liberia,"ELBC

      English","Monrovia, Liberia",http://tunein.com/Syndication/Edit/?stationId=211054
Mauritania,"Radio Coran

      Radio diffusant le saint...","Nouakchott, Mauritania",mailto:info@radiomauritanie.mr
Uganda,"100.4 Hills Fm

      Sound From The Hills","Kabale, Uganda",http://tunein.com/Syndication/Edit/?stationId=249868
Mali,"International Radio BEFO

      French","Bamako, Mali",http://tunein.com/Syndication/Edit/?stationId=189041
Guinea,"Radio Nostalgie Guinee

      La première radio privée de Guinée",,http://tunein.com/Syndication/Edit/?stationId=134427
Tanzania,"Radio One

      Swahili",,mailto:info@radio1.co.tz
Zambia,"Radio Christian Voice Zambia

      The Voice Africa","Lusaka, Lusaka, Zambia",mailto:voicefm@zamnet.zm
Mauritius,"MBC Radio Maurice 1

      English",,mailto:customercare@mbc.intnet.mu
Uganda,"Radio Maria (Uganda)

      The World Family Of Radio Maria","Kampala, Mbarara, Uganda",mailto:coordinator.uga@radiomaria.org
Cape Verde,"RFI 1 Afrique / RFI 2

      French","Mindelo, Cape Verde",http://tunein.com/Syndication/Edit/?stationId=16085
Uganda,"HOT100

      Kampala's Mostest Hip Hop & RnB",,http://tunein.com/Syndication/Edit/?stationId=241130
Tunisia,"Radio Tunis Culture

      Radio Tunis Radio cultural...",,mailto:radio.culturelle@radiotunisienne.tn
Botswana,"RB1-Radio Botswana

      The Department of Information and Broadcasting",,mailto:asesinyi@gov.bw
Reunion,"RER

      French",,http://tunein.com/Syndication/Edit/?stationId=181775
Eritrea,"Zara FM

      English","Asmara, Eritrea",http://tunein.com/Syndication/Edit/?stationId=103395
Cameroon,"Voxafrica TV

      English","Yaoundé, Cameroon",http://tunein.com/Syndication/Edit/?stationId=103557
Burkina Faso,"Radio Omega FM Ouaga

      French","Ouagadougou, Burkina Faso",mailto:omegafm@omegabf.net
Tanzania,"Times fm

      Experience Africa",,mailto:info@timesfm.co.tz
Cape Verde,"Praia FM

      Portuguese",,http://tunein.com/Syndication/Edit/?stationId=47673
Comoros,"Radio Comores

      French","Moroni, Comoros",mailto:naynour@hotmail.com
Reunion,"RFM Réunion

      Le meilleur de la musique",,http://tunein.com/Syndication/Edit/?stationId=191176
Tanzania,"Radio Adhana

      Swahili","Zanzibar, Tanzania",http://tunein.com/Syndication/Edit/?stationId=210742
Ghana,"Fox FM

      Multilingual","Kumasi, Ghana",mailto:info@foxfnonline.com
Ghana,"Angel FM

      English","Kumasi, Ghana",mailto:info@angelfmonline.com
Reunion,"Radio Vie Reunion

      La Radio qui respire",,mailto:radiovie@orange.fr
Gabon,"Africa N°1

      La Radio Africaine","Libreville, Gabon",mailto:africa@africa1.com
Congo,"BBC World Service Kinshasa

      BBC World Service is the...","Kinshassa, Congo",mailto:bbcwsafrica@bbc.co.uk
Libya,"Voice of Tripoli

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=16150
Zambia,"Icengelo Radio

      light of the copperbelt",,mailto:radioice@zamtel.zm
Uganda,"HOT100

      Kampala's Mostest Hip Hop & RnB","Kampala, Uganda",http://tunein.com/Syndication/Edit/?stationId=241130
Burkina Faso,"Radio Zoodo

      English",,http://tunein.com/Syndication/Edit/?stationId=150110
Mali,"Radio Voix des Jeunes de Kita

      French",,mailto:radio@voixdesjeunes-kita.ml
Zambia,"Radio Dove

      English",,http://tunein.com/Syndication/Edit/?stationId=110034
Cameroon,"Magic FM

      La chaine qui dechaine","Yaoundé, Cameroon",http://tunein.com/Syndication/Edit/?stationId=132102
Uganda,"104.9 Ssuubi FM Kampala

      Less Talk More Music","Kampala, Uganda",mailto:abmasembe.md@ssuubifmradio.com
Uganda,"Radio Sapientia

      The Source of  Wisdom","Kampala, Uganda",http://tunein.com/Syndication/Edit/?stationId=114921
Uganda,"Etop FM 99.4

      English","Soroti, Uganda",mailto:info@sayituganda.com
Sierra Leone,"AYV Radio

      English",,mailto:info@ayvradio.com
Tunisia,"Radio Tunis Jeunes

      Radio Tunis offer you...",,mailto:radio.jeunes@radiotunisienne.tn
Zambia,"ZNBC R1

      Sound Vision For The Future",,mailto:hyde.haguta@znbc.co.zm
Algeria,"Radio El Bahia

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=16038
Malawi,"Radio Christian Voice Zambia

      English","Lilongwe, Malawi",http://tunein.com/Syndication/Edit/?stationId=151568
Chad,"RFI 1 Afrique

      French","N'Djamena, Chad",http://tunein.com/Syndication/Edit/?stationId=16090
Zimbabwe,"Radio Zimbabwe ZBC

      Shona","Harare, Harare, Zimbabwe",http://tunein.com/Syndication/Edit/?stationId=6451
Morocco,"إذاعة محمد السادس للقرآن الكريم

      Arabic","Rabat, Morocco",http://tunein.com/Syndication/Edit/?stationId=133435
St. Helena,"Saint FM

      The Heartbeat of St. Helena",,mailto:fm@cwimail.sh
Swaziland,"Radio Swaziland English

      English","Mbabane, Swaziland",http://tunein.com/Syndication/Edit/?stationId=107955
Kenya,"Hope FM

      Listen and Live","Nairobi, Kenya",mailto:info@hopefm.org
Kenya,"Sound Asia FM

      best Bollywood music","Nairobi, Kenya",mailto:info@soundasiafm.com
Libya,"LJB Arabic

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=16148
Guinea,"Espace FM

      La plus lionne des radios","Conakry, Guinea",mailto:services@espacefmguinee.info
Cape Verde,"Radio Cidade Cabo Verde

      Portuguese",,http://tunein.com/Syndication/Edit/?stationId=203584
Botswana,"Yarona FM

      Live The Music",,mailto:info@yaronafm.co.bw
Ethiopia,"Fana FM Radio

      English","Addis Ababa, Ethiopia",http://tunein.com/Syndication/Edit/?stationId=182754
Seychelles,"PureFM (Seychelles)

      English","Victoria, Seychelles",mailto:90.7@purefm.sc
Tunisia,"Zitouna FM

      La Radio Du Coran En Tunisie","Zaghouan, Tunisia",http://tunein.com/Syndication/Edit/?stationId=86784
Burkina Faso,"Savane FM

      French",,mailto:contact@savanefm.net
Tanzania,"CG FM Radio

      The point of no return",,mailto:info@cgfmradio.com
Tunisia,"Tunisie 7

      Hungarian",,http://tunein.com/Syndication/Edit/?stationId=150957
Cote D'ivoire,"Radio Evangile Alliance

      French",,http://tunein.com/Syndication/Edit/?stationId=1648
Nigeria,"SplashFM

      English","Ibadan, Nigeria",mailto:info@splashfm1055.com
Madagascar,"RFI 1 Afrique / local 2h

      French",,http://tunein.com/Syndication/Edit/?stationId=6268
Seychelles,"SBC Paradise FM

      Paradise FM broadcasts 24...","Victoria, Seychelles",mailto:Paradise.FM@sbc.sc
Lesotho,"Maseru 100

      English",,http://tunein.com/Syndication/Edit/?stationId=142264
Namibia,"Hitradio Namibia

      Hitradio Namibia! Meine Musik. Mein Sender.","Windhoek, Namibia",mailto:info@hitradio.com.na
Algeria,"Radio Algerie Internationale

      L’USM Bel Abbès a franchi...",,http://tunein.com/Syndication/Edit/?stationId=66859
Algeria,"Radio Setif

      French","Sétif, Algeria",mailto:contact.radio.setif@gmail.com
Rwanda,"Radio Maria (Rwanda)

      English",,mailto:radiomariarwanda@gmail.com
Burkina Faso,"Radio Pulsar

      French","Ouagadougou, Burkina Faso",mailto:info@monpulsar.com
Tunisia,"Cap FM

      Arabic","Hammamet, Tunisia",http://tunein.com/Syndication/Edit/?stationId=176833
Swaziland,"Radio Swaziland Siswati

      English","Mbabane, Swaziland",http://tunein.com/Syndication/Edit/?stationId=107957
Mauritius,"MBC Best FM

      English","Malherbes, Mauritius",http://tunein.com/Syndication/Edit/?stationId=151420
Egypt,"Radio Hits

      راديو هيتس اذاعة شبابية...","Cairo, Egypt",mailto:contact@radiohits.co
South Africa,"Radio 2000

      English",,mailto:info@radio2000.co.za
Kenya,"XFM Kenya

      Real Music",,mailto:info@xfm.co.ke
Comoros,"Radio Ocean Indien

      LA RADIO DE LA NOUVELLE GENERATION","Mkazi, Ngazidja, Comoros",http://tunein.com/Syndication/Edit/?stationId=115234
Reunion,"HITFM Reunion

      New Generation !","Saint-Denis, Reunion",mailto:hitfm@live.fr
Libya,"LJB Holy Koran

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=16152
Zambia,"Icengelo Radio

      light of the copperbelt","Kaloko, Zambia",mailto:radioice@zamtel.zm
Togo,"Zéphyr FM

      Enfin La Radio","Lomé, Togo",http://tunein.com/Syndication/Edit/?stationId=6980
Senegal,"Radio Alfayda

      French","Kaolack, Senegal",mailto:info@radioalfayda.net
Kenya,"Biblia Husema Broadcasting

      Faith Comes By Hearing, And Hearing By The Word of God. Romans 1",,mailto:http://bibliahusema.org/team/
Cote D'ivoire,"BBC World Service Abidjan

      BBC World Service is the...","Abidjan, Côte d'Ivoire",mailto:worldservice@bbc.co.uk
Egypt,"الراديو 9090

      هواها مصري",,mailto:info@mobtada.com
Mali,"Radio Dande

      Multilingual","Douentza, Mopti Province, Mali",http://tunein.com/Syndication/Edit/?stationId=16079
Gabon,"RFI 1 Afrique

      French",,http://tunein.com/Syndication/Edit/?stationId=16132
Ghana,"ASHH

      English",,http://tunein.com/Syndication/Edit/?stationId=120874
Chad,"DJA

      French",,http://tunein.com/Syndication/Edit/?stationId=7491
Cote D'ivoire,"Ivorian TV

      The Music Channel","Yamoussoukro, Ivory Coast",mailto:contact@ivorian.tv
Egypt,"Alrahma TV

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=125432
Egypt,"Hona Al Qahera

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=230031
Morocco,"Med Radio

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=158167
Namibia,"NBC National Radio

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=119463
Malawi,"Zodiak Radio

      Zikachitika Mumvera kwa ife.","Lilongwe, Malawi",http://tunein.com/Syndication/Edit/?stationId=122168
Zambia,"Power FM

      Urban Youth Radio","Lusaka, Zambia",mailto:info@power997.com
Ghana,"Joy FM

      Super Hits Radio !!",,mailto:info@myjoyonline.com
Zambia,"ZNBC Radio 4

      Sound Vision For The Future","Lusaka, Lusaka, Zambia",mailto:hyde.haguta@znbc.co.zm
Sudan,"Alrabaa 94 FM

      Arabic",,mailto:info@alrabaafm.com
Uganda,"Akaboozi FM

      Uganda's unique Luganda news talk station","Kampala, Uganda",mailto:rs1elvis@gmail.com
Algeria,"Radio Jijel

      Jijel Fm, La radio que j'aime",,mailto:info@radio-jijel.dz
Mauritius,"Radio One R1

      French",,mailto:redaction@r1.mu
Guinea,"Radio Nostalgie Guinee

      La première radio privée de Guinée","Conakry, Guinea",http://tunein.com/Syndication/Edit/?stationId=134427
Senegal,"Rail Bi FM 101.3

      La radio qui controle la banlieue dakaroise",,mailto:railbifm@gmail.com
DR Congo,"B-ONE RADIO

      French","Kinshasa, DR Congo",http://tunein.com/Syndication/Edit/?stationId=155833
Mali,"RSK-Radio Sahel Kayes

      RSK-Radio",,http://tunein.com/Syndication/Edit/?stationId=16078
Ghana,"Okay FM

      English",,http://tunein.com/Syndication/Edit/?stationId=137336
Cameroon,"Radio Tiemeni Siantou

      French","Yaoundé, Cameroon",mailto:info@cameroonvoice.com
Egypt,"Radio Cairo

      Radio Cairo",,mailto:Webmaster@radiocairo.cjb.net
Egypt,"FM نجوم

      علي كيفك",,mailto:contactnrp@nileradioproductions.net
Senegal,"SeneRadio FM

      Senegal Musique est une...","Dakar, Senegal",mailto:senegalmusique@gmail.com
Malawi,"MBC Radio 1

      Inspiring The Nation",,http://tunein.com/Syndication/Edit/?stationId=206843
Libya,"Tripoli FM

      English","Tripoli, Libyan Arab Jamahiriya",mailto:info@tripolifm.ly
Zambia,"Rock FM

      Live to rock another day",,http://tunein.com/Syndication/Edit/?stationId=214604
Mauritius,"MBC Best FM

      English",,http://tunein.com/Syndication/Edit/?stationId=151420
Algeria,"Radio Skikda

      Urdu","Skikda, Algeria",mailto:info@radio-skikda.dz
Reunion,"Radio Freedom FM

      French","Saint-Denis, Reunion",mailto:freedom@guetali.fr
Uganda,"Radio Simba

      The Best Luganda Station in the World!","Kampala, Uganda",http://tunein.com/Syndication/Edit/?stationId=18569
South Africa,"Groot FM

      Gaan Groot",,mailto:grootfm@xpbroadcasting.com
Egypt,"Mega FM 92.7

      Arabic","Cairo, Egypt",http://tunein.com/Syndication/Edit/?stationId=143123
Reunion,"Radio Arc-en-Ciel

      French",,http://tunein.com/Syndication/Edit/?stationId=6340
Tunisia,"MFM Tunisie

      Arabic","Mahdia, Tunisia",mailto:contact@radiomfm.tn
Equatorial Guinea,"RFI 1 Afrique / RFI 2

      French",,http://tunein.com/Syndication/Edit/?stationId=16129
Algeria,"Alger Ch 3

      La Radio Algérienne",,http://tunein.com/Syndication/Edit/?stationId=25411
Senegal,"SeneRadio FM

      Senegal Musique est une...",,mailto:senegalmusique@gmail.com
Mauritania,"Radio Mauritanie

      Radio Nationale de la...",,mailto:info@radiomauritanie.mr
Uganda,"90.8 Metro fm Uganda

      Essanyu ry0","Kampala, Uganda",mailto:metro90.8@gmail.com
Benin,"Golfe FM

      We Are The Future Restez Branche",,http://tunein.com/Syndication/Edit/?stationId=17460
Tanzania,"E-FM Radio

      MUSIC TALKS",,mailto:info@efm.co.tz
Algeria,"Radio El Bahia

      Arabic","Oran, Regionale de l'Ouest, Algeria",http://tunein.com/Syndication/Edit/?stationId=16038
Sudan,"Sudan National Radio Corporation

      Sincerity And Warmth Of The Floor","Omdurman, Sudan",http://tunein.com/Syndication/Edit/?stationId=6979
Namibia,"Radio 99

      Urban Sounds, Global Minds","Klein Windhoek, Namibia",mailto:99fm@99fm.com.na
Ghana,"Nhyira FM

      Emu ye din","Kumasi, Ghana",http://tunein.com/Syndication/Edit/?stationId=113346
Egypt,"El Gouna Radio

      Your Favorite Wave",,mailto:romolo1@romolo.com
South Africa,"Ukhozi FM

      Luhamba Phambili","Durban, South Africa",mailto:nzimandew@sabc.co.za
Tanzania,"ABOOD FM

      English",,http://tunein.com/Syndication/Edit/?stationId=204750
South Africa,"SAFM

      South Africa's News and Information Leader","Johannesburg, South Africa",mailto:tshiradost@safm.co.za
Libya,"LJB Arabic

      Arabic","Misratah, Libyan Arab Jamahiriya",http://tunein.com/Syndication/Edit/?stationId=16147
South Africa,"GoodHope FM

      It's All Good","Cape Town, South Africa",mailto:amanda@goodhopefm.co.za
Zambia,"Zambezi FM Radio

      Let The Waves Flow...","Livingstone, Zambia",mailto:swithinhaangala@yahoo.com
Nigeria,"Inspiration 92.3 FM

      Your #1 Family Radio Station","Lagos, Nigeria",http://tunein.com/Syndication/Edit/?stationId=165872
Mali,"Radio Bamakan

      Radio Bamakan FM 100.3",,http://tunein.com/Syndication/Edit/?stationId=16076
Guinea,"Bonheur FM Guinée

      La radio qui vous fait partager le bonheur","Conakry, Guinea",mailto:radiobonheurfmguinee@gmail.com
Zimbabwe,"Radio Zimbabwe ZBC

      Shona",,http://tunein.com/Syndication/Edit/?stationId=6451
DR Congo,"Radio Raga FM

      French","Kinshasa, DR Congo",http://tunein.com/Syndication/Edit/?stationId=8019
Burundi,"RTNB 2

      Multilingual",,http://tunein.com/Syndication/Edit/?stationId=109557
Sierra Leone,"SLBS FM

      English","Freetown, Sierra Leone",http://tunein.com/Syndication/Edit/?stationId=6221
DR Congo,"Radio Okapi

      Une Voix Pour Tous !","Kinshasa, DR Congo",mailto:info@hirondelle.org
Morocco,"Casa FM

      French",,http://tunein.com/Syndication/Edit/?stationId=105721
Libya,"Tribute FM

      Broadcasting live from Benghazi",,mailto:info@tributefm.com
Reunion,"Radio Arc-en-Ciel

      English","Saint-Denis, Saint-Denis, Reunion",http://tunein.com/Syndication/Edit/?stationId=6348
Swaziland,"TWR Africa

      Your Friendly Voice In Africa",,mailto:info@twrafrica.org
South Africa,"Radio Sonder Grense

      Afrikaans","Johannesburg, South Africa",mailto:rekenaar@rsg.co.za
Tunisia,"Radio Tataouine

      Arabic",,mailto:info@radiotunis.com
Morocco,"Atlantic Radio

      La Première Radio","Casablanca, Morocco",mailto:info@atlanticradio.ma
Ghana,"Atinka 104.7 FM

      Feeling Wom",,mailto:info@atinkaonline.com
Kenya,"Homeboyz Radio

      Tomorrows Hits...Today!",,mailto:info@homeboyzradio.co.ke
Algeria,"Radio Tassili

      Arabic","Illizi, Regionale du Sud- Est, Algeria",http://tunein.com/Syndication/Edit/?stationId=16040
Uganda,"Akaboozi FM

      Uganda's unique Luganda news talk station",,mailto:rs1elvis@gmail.com
Nigeria,"Cool FM 96.9 Abuja

      Your #1 Hit Music Station","Abuja, Nigeria",mailto:rcahilig@coollink.us
South Africa,"Munghana Lonene FM

      Ndzalama Ya Rixaka",,mailto:mlfm@sabc.co.za
Namibia,"NBC Damara Nam

      English","Waterberg, Namibia",http://tunein.com/Syndication/Edit/?stationId=119488
Libya,"Libyana FM

      Arabic","Tripoli, Libyan Arab Jamahiriya",http://tunein.com/Syndication/Edit/?stationId=174220
St. Helena,"SAMS R1

      English",,mailto:news@shbc.sh
Mozambique,"LM Radio

      Lifetime Music Radio","Maputo, Mozambique",mailto:info@lmradio.net
Lesotho,"Harvest FM

      English","Maseru, Lesotho",http://tunein.com/Syndication/Edit/?stationId=142260
Nigeria,"Liberty Radio Hausa

      Tashar 'Yanci",,mailto:libertyradiong@gmail.com
Egypt,"إذاعة الشرق الأوسط

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=213502
Burkina Faso,"RFI 1 Afrique

      French",,http://tunein.com/Syndication/Edit/?stationId=16114
Algeria,"Radio Ahagar

      Arabic",,http://tunein.com/Syndication/Edit/?stationId=16043
Cape Verde,"Radio Cidade Cabo Verde

      Portuguese","Praia, Cape Verde",http://tunein.com/Syndication/Edit/?stationId=203584
Benin,"Fraternite FM

      French","Parakou, Benin",http://tunein.com/Syndication/Edit/?stationId=47665
