station,city,email,country
VOV1,"Ho Chi Minh City, Ho Chi Minh City Siagon, Vietnam",toasoan@vovnews.vn,Vietnam
Voice Of Taitung Radio,"Taipei, Taiwan",rdo897@ms33.hinet.net,Taiwan
Janaki FM,"Janakpur, Nepal",info@janakifm.org.np,Nepal
Musashino FM,"Musashino, Japan",info@musashino-fm.co.jp,Japan
Radio Elsee FM,"Tasikmalaya, Indonesia",elseefm@gmail.com,Indonesia
Radio Lorico-Lian,"Dili, Timor-Leste",radiolorico@yahoo.com.,Timor-Leste
Changzhou Info & Entertainment Radio,"Changzhou, Jiangsu, China",webmaster@zhong5.cn,China
Happy Radio - Taipei,"Taipei, Taiwan",service@musicvein.com.tw,Taiwan
BCC News Network,"Taipei, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Shanghai Traffic Radio,"Shanghai, Shanghai, China",adv@smg.sh.cn,China
GreenPeace Broadcasting Station,"Taipei, Taiwan",gpbs1@greenpeace.com.tw,Taiwan
SLBC Sinhala National Service,"Colombo, Sri Lanka",slbcnews@yahoo.com,Sri Lanka
Yucheng Traffic Radio,"Changshu, Jiangsu, China",am1116@sina.com,China
TBC Dream FM,"Seoul, South Korea",webmaster@tbc.co.kr,South Korea
RTM Sandakan FM,"Sandakan, Malaysia",sandakanfm@rtm.gov.my,Malaysia
Mix FM Syria,"Afrin, Syrian Arab Republic",info@mixfmsyria.com,Syrian Arab Republic
ASIA Plus,"Dushanbe, Tajikistan",radio@asiaplus.tj,Tajikistan
Macheng Radio,"Macheng, Hubei, China",2953343@163.com,China
Dermaga Radio,"Sanggau, Indonesia",radiodermaga@yahoo.com,Indonesia
Pard Vaanoli,"Madurai, India",pardvaanoli@gmail.com,India
Kamaishi,"Kamaishi, Japan",kamasai860@gmail.com,Japan
Hot FM,"Hamtic, Philippines",hotfmhamtic@yahoo.com,Philippines
Hot FM 105 - Dadu,"Dadu, Pakistan",feedback@hotfm.com.pk,Pakistan
AIR Radio South Service,"Vijayawada, AP, India",airlive@air.org.in,India
NanJing Sports Radio,"Nanjing, Jiangsu, China",fyy@njgb.com,China
Dongguan News Radio,"Dongguan, Guangdong, China",news@sun0769.com,China
Hamro Radio,"Dolakha, Nepal",dolakhahamroradio103.4MHz@yahoo.com,Nepal
Radio Monster,"Yamagata, Japan",mail@fm762.co.jp,Japan
Changzhou Music Radio,"Changzhou, Jiangsu, China",webmaster@cztv.tv,China
Y FM,"Colombo, Sri Lanka",yfm@mbc.maharaja.lk,Sri Lanka
Radio Ariana,"Kabul, Afghanistan",news2@arianatelevision.com,Afghanistan
Qingtian Radio,"Qingtian, Zhejiang, China",qtgbds@163.com,China
Radio Ishinomaki,"Ishinomaki, Japan",radio@fm764.jp,Japan
FM Iruka,"Hakodate, Japan",807@fmiruka.co.jp,Japan
SUNO PAKISTAN,"Rawalpindi, Punjab, Pakistan",ninesix@96.com.pk,Pakistan
Hit FM Taipei,"Taipei, Taiwan",service@hitoradio.com,Taiwan
RADIO BIRD,"Tottori, Japan",info@radiobird.net,Japan
Oriat FM,"Tashkent, Uzbekistan",oriatfm@pochta.ru,Uzbekistan
Beijing Sports Radio,"Beijing, China",kefu@rbc.cn,China
DXPQ,"Manila, Philippines",radio@pbn-int.com,Philippines
Yunnan Children's Radio,"Kunming, Yunnan, China",admin@ynradio.net,China
Gemaya FM,"Balikpapan, Indonesia",gemaya@radio.fm,Indonesia
PiS FM,"Karanganyar, Indonesia",radio@pisfm.com,Indonesia
Sumer FM,"Baghdad, Iraq",sumerfm@sumerfm.com,Iraq
FM Karuizawa,"Nagano, Japan",77.5@fm-karuizawa.co.jp,Japan
FM Mot.com,"Motomiya, Japan",web@fm-mot.com,Japan
Bonansa FM,"Kediri, Indonesia",bonansafm@rocketmail.com,Indonesia
Arirang Radio,"Jeju, South Korea",help@arirang.co.kr,South Korea
DYVS,"Bacolod, Philippines",dyvs@febc.org.ph,Philippines
Dhawalagiri FM,"Baglung, Nepal",dhawalagirifm@gmail.com,Nepal
Radio 31,"Almaty, Kazakhstan",info@31.kz,Kazakhstan
Kazusa FM,"Kisarazu, Japan",info@kazusafm.net,Japan
DontreeSeason Season FM,"Chiang Mai, Thailand",info@dseason.net,Thailand
漢聲廣播電台,"Hsin-ying, Taiwan",vohradio@voh.com.tw,Taiwan
Voice of navy 8 Phitsanulok,"Phitsanulok, Thailand",navyradio.n@hotmail.com,Thailand
Radio Rauan,"Lisakovsk, Kazakhstan",sanacorp@gmail.com,Kazakhstan
Galei Zahal,"Haifa, Israel",radio@galatz.co.il,Israel
Voice of Fu Jen Catholic University Radio,"Wen-wu, Taiwan",vfju@mails.fju.edu.tw,Taiwan
Radio One,"Ahmedabad, India",actionfataafat@radioone.in,India
U Radio Music Channel,"Hong Kong, Hong Kong",uradio@phoenixtv.com,Hong Kong
Xiamen Voice of Minnan Radio,"Xiamen, Fujian, China",admin@yourdomain.com,China
FM مكس,"Jeddah, Saudi Arabia",mix@mixfm-sa.com,Saudi Arabia
Radio Pakistan - SKardu,"Skardu, Pakistan",info@radio.gov.pk,Pakistan
漢聲廣播電台,"Kaohsiung City, Taiwan",vohradio@voh.com.tw,Taiwan
Radio Choklate,"Raurkela, OR, India",sambadadvt@gmail.com,India
AIR FM Rainbow,"Mumbai, India",airlive@air.org.in,India
VOB RADIO,"Tanjungpandan, Indonesia",vobstudio@gmail.com,Indonesia
Radio Foorti Sylhet,"Sylhet, Bangladesh",feedback@radiofoorti.fm,Bangladesh
Gyan Vani,"Visakhapatnam, AP , India",imperialravi7@gmail.com,India
MuewsRadio Tayasan,"Tayasan, Philippines",muewsradiotayasan@yahoo.com,Philippines
Batam FM,"Sekupang, Indonesia",rio@ramakogroup.com,Indonesia
Air Radio,"Oita, Japan",fm88@fmoita.mag.am,Japan
Radio DMS,"Ambon, Indonesia",kuhrimaacel@gmail.com,Indonesia
Radio Heart,"Sanjo, Japan",info@heart768.com,Japan
Jilin Information Radio,"Changchun, Jilin, China",0431hongwei@163.com,China
YES FM Cag. de Oro,"Cagayan de Oro, Philippines",yes_candy@yahoo.com,Philippines
Deyang Traffic & Music Radio,"Deyang, Sichuan, China",service@scdytv.com,China
Play FM,"Amman, Jordan",info@modernmedia.jo,Jordan
DCG-FM,"Pasig, Philippines",comments@radiohigh.ph,Philippines
Radiovoice24,"Dhaka, Bangladesh",radiovoice24.marketing@gmail.com,Bangladesh
CNR Agricultural Radio,"Beijing, China",xcxmt@cnr.cn,China
Suryan FM,"Varanasi, India",queries@sunnetwork.in,India
Huaibei Traffic Radio,"Huaibei, Anhui, China",xmtyyzx@163.com,China
PAX Radio,"Beirut, Lebanon",paxradio@hotmail.com,Lebanon
Passopati FM,"Bondowoso, Indonesia",passopati.fm.bondowoso@gmail.com,Indonesia
Home Radio Manila,"Cebu City, Philippines",admin@homeradiofm.net,Philippines
Star FM Zamboanga,"Zamboanga, Philippines",starfm_zamboanga@bomboradyo.com,Philippines
97minivan,"Male, Maldives",contact@mvdemocracy.com,Maldives
Radio Rajdhani,"Kathmandu, Nepal",info@radiorajdhani.com.np,Nepal
DYMY,"Dumaguete City, Philippines",DYMY@negros.net.ph,Philippines
VAYO FM,"Phnom Penh, Cambodia",info@vayofm.com,Cambodia
Gyan Vani,"Guwahati, AS , India",imperialravi7@gmail.com,India
Metro Finance FM,"Hong Kong, Hong Kong",cs@metroradio.com.hk,Hong Kong
Ohshu FM,"Mizusawa, Japan",mail@oshu-fm.jp,Japan
One Radio,"Tabaco, Philippines",oneradiofm@yahoo.com,Philippines
R-Radio,"Tulungagung, Indonesia",r.radio895@gmail.com,Indonesia
Radio BSS,"Yonago, Japan",gokinjo@bss.jp,Japan
Shanghai ERC City Radio,"Shanghai, Shanghai, China",adv@smg.sh.cn,China
Radio Lisneaawaj,"Pyuthan, Nepal",radiolisne@gmail.com,Nepal
FM Wappy,"Wakkanai, Japan",fm@wappy761.jp,Japan
Radio1 FM91,"Islamabad, ISL, Pakistan",info@fm91.com.pk,Pakistan
Metro FM Jambi,"Jambi, Indonesia",metro1019fm@yahoo.com,Indonesia
Pokhara FM,"Pokhara, Nepal",info@pokharafm.com.np,Nepal
Kunming City FM Radio,"Kunming, Yunnan, China",jumpdream@vip.km169.net,China
Ajyal Radio,"Ramallah, Palestinian Territory",webadmin@arn.ps,Palestinian Territory
Cool FM,"Goa, Philippines",coolfm901@yahoo.com,Philippines
PBC,"Gwangju, South Korea",pjoyl@naver.com,South Korea
Suryan FM,"Vijayawada, India",queries@sunnetwork.in,India
Beijing Golden Old Melodies Radio,"Beijing, China",kefu@rbc.cn,China
Hit FM97.1,"Lo-tung, Taiwan",service@hitoradio.com,Taiwan
Henan Education Radio,"Zhengzhou, Henan, China",wajygb@163.com,China
Radio Arafah FM,"Kediri, Indonesia",Arafahfm@telkom.net,Indonesia
Anhui Life Radio,"Hefei, Anhui, China",news@ahradio.com.cn,China
Kiss FM Lebanon,"Beirut, Lebanon",kissfmlebanon@gmail.com,Lebanon
GSP FM Jambi,"Jambi, Indonesia",gspfm@ymail.com,Indonesia
Gyan Vani,"Kolkata, WB, India",imperialravi7@gmail.com,India
AIR Radio Adilabad,"Adilabad, AP, India",airlive@air.org.in,India
JBC Radio,"Amman, Jordan",info@jbcradio.com,Jordan
Radio City Lucknow,"Lucknow, UP, India",info@planetradiocity.com,India
ABC Radio,"Osaka, Japan",media@abc.asahi.co.jp,Japan
Suno 1024,"Dubai, United Arab Emirates",feedback@suno1024.com,United Arab Emirates
Radio Fann,"Amman, Jordan",info@radiofann.com,Jordan
FM Radio 7,"Jaipur, India",fmradio7@icfia.org,India
BCC FORMOSA NETWORK,"Taipei, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Radio Padma  99.2 fm,"Rajshahi, Bangladesh",radiopadma@gmail.com,Bangladesh
Jiangxi City Radio,"Nanchang, Jiangxi, China",info@mail.jxgdw.com,China
Radio Naya Nepal,"Darchula, Nepal",nayanepalfm@gmail.com,Nepal
96.9 citrafm manado,"Manado, Indonesia",citrafmmanado@yahoo.com,Indonesia
NOAS FM,"Nakatsu, Japan",info@789.fm,Japan
Saptakoshi FM,"Ithari, Nepal",info@skfm.com.np,Nepal
Tasikmalaya FM,"Tasikmalaya, Indonesia",info@radioemdikei.com,Indonesia
Kei 102.3 FM Batam,"Batam Centre, Indonesia",info@keifmbatam.com,Indonesia
FM Blue Shonan,"Yokosuka, Japan",info@yokosukafm.com,Japan
Quran Kareem,"Abu Dhabi, United Arab Emirates",oubai.alhendi@admedia.ae,United Arab Emirates
Amami FM,"Kagoshima, Japan",info@npo-d.org,Japan
Mix FM Syria,"Damascus, Damascus Governorate, Syrian Arab Republic",info@mixfmsyria.com,Syrian Arab Republic
vskfm,"Battambang, Cambodia",vskfm98@gmail.com,Cambodia
Manager Radio 4 Thai '80 Generation,"Kamphaeng Phet, Thailand",info@managerradio.com,Thailand
Shandong iRadio,"Jinan, Shandong, China",sdgbw@126.com,China
FM Salus,"Yokohama, Japan",fm841@fm-salus.jp,Japan
Radio City Chennai,"Madras, TN, India",info@planetradiocity.com,India
MOR 101.9,"Quezon City, Philippines",tambayan1019@abs-cbn.com,Philippines
Radio Sunrise,"Jhapa, Nepal",radiosunrise105.9mhz@yahoo.com,Nepal
THR Gegar,"George Town, Malaysia",webmaster@thr.fm,Malaysia
DZLG,"Legaspi City, Philippines",bombo_legazpi@bomboradyo.info,Philippines
Gyan Vani,"Mumbai, MH , India",imperialravi7@gmail.com,India
Hello FM,"Coimbatore, India",Indu@hellofm.in,India
KIISFM THAILAND,"Khon Kaen, Thailand",dekchay@gmail.com,Thailand
Radyo Veritas,"Manila, Philippines",kapanalig@veritas846.ph,Philippines
Dalian Fortune Radio,"Dalian, Liaoning, China",dldt07@sina.com,China
FM مكس,"Dammam, Saudi Arabia",mix@mixfm-sa.com,Saudi Arabia
Love Radio 93FM,"Pattani, Thailand",greatermultimedia@hotmail.com,Thailand
Anhui MyFM,"Hefei, Anhui, China",news@ahradio.com.cn,China
Shantou Traffic Radio,"Shantou, Guangdong, China",strtv@strtv.cn,China
Lush 99.5,"Caldecott Hill Estate, SG, Singapore",lush995@mediacorp.com.sg,Singapore
Altathamun 89.4,"Nasiriyah, Iraq",info@rafm89.com,Iraq
Bombo Radyo Laoag,"Laoag City, Philippines",bombo_laoag@bomboradyo.info,Philippines
Dubai FM,"Dubai, United Arab Emirates",Dubaifm@dmi.ae,United Arab Emirates
Jagaran FM,"Surkhet, Nepal",fmjagaran@yahoo.com,Nepal
Radio Pas FM,"Pati, Indonesia",pasfmpati@gmail.com,Indonesia
Bombo Radyo Kalibo,"Kalibo, Philippines",bombo_kalibo@bomboradyo.info,Philippines
Radio Pakistan - Quetta II,"Quetta, Pakistan",info@radio.gov.pk,Pakistan
Hot FM 105 - Quetta,"Quetta, Pakistan",feedback@hotfm.com.pk,Pakistan
FM Kento,"Niigata, Japan",765@fmkento.com,Japan
Bahana FM Ngawi,"Ngawi, Indonesia",bahanangawi@gmail.com,Indonesia
VOS Sunshine FM,"Fuzhou, Fujian, China",vos@vos.com.cn,China
New Life Radio,"Erbil, Iraq",email.laii.org@gmail.com,Iraq
"Lanzhou Life, Culture & Arts Radio","Lanzhou, Gansu, China",lzr@lzr.com.cn,China
Grindulu FM,"Pacitan, Indonesia",grindulufm@yahoo.co.id,Indonesia
Jeay fm 88,"Sukkur, Pakistan",jeaysukkur88@gmail.com,Pakistan
Ankang Traffic Tourism & Music Radio,"Ankang, Shaanxi, China",akgb897@sina.com,China
FM Takamatsu,"Takamatsu, Japan",m@fm815.com,Japan
Chengdu Only Radio,"Chengdu, Sichuan, China",594472705@qq.com,China
RMN Dipolog,"Dipolog City, Philippines",admin@rmn.ph,Philippines
Hawler Radio,"Irbil, Iraq",info@hawlerradio.com,Iraq
Shuklaphanta FM,"Kanchanpur, Nepal",shuklaphantafm@yahoo.com,Nepal
MRT Miyazaki,"Miyazaki, Japan",mrtradio@mrt.jp,Japan
Image FM,"Kathmandu, Nepal",info@imagechannels.com,Nepal
Oryx Fm,"Doha, Qatar",info@qatarradio.net,Qatar
Dalian City Radio,"Dalian, Liaoning, China",dldt07@sina.com,China
Christian Radio City Manila,"Davao, Philippines",dxfe@febc.org.ph,Philippines
Campus Radio Laoag,"Laoag, IN, Philippines",campusradiolaoag@yahoo.com,Philippines
Radio Vila Verde,"Macao, Macau",am738@am738.com,Macau
Voice of Kerala,"Dubai, United Arab Emirates",listen@radiovok.com,United Arab Emirates
Radio Evella,"Kalimantan, Indonesia",radioevella@yahoo.co.id,Indonesia
Beijing Public Service Radio,"Beijing, China",kefu@bjradio.com.cn,China
TMK (Tatar radio),"Aktobe, Aktobe Province, Kazakhstan",radio.tmk@mail.ru,Kazakhstan
Mellow 957,"Cagayan de Oro, Philippines",dxbl957@yahoo.com,Philippines
Star FM Roxas,"Roxas City, Philippines",star_roxas@bomboradyo.com,Philippines
FM 99 Gilgit,"Gilgit, Pakistan",info@fm99gb.com,Pakistan
UR FM,"Baghdad, Iraq",info@radiourfm.cominfo@radiourfm.com,Iraq
Qinchuan Music Radio,"Changshu, Jiangsu, China",am1116@sina.com,China
Voice of navy 5 Sattahip,"Sattahip, Thailand",navyradio.n@hotmail.com,Thailand
Energy Live Web Cam,"Amman, Jordan",info@radioenergy.fm,Jordan
Big FM Delhi,"Delhi, India",advertise@big927fm.com,India
Radio Paribartan,"Burtibang, Nepal",info@radioparibartan.com.np,Nepal
Zhuzhou News Radio,"Zhuzhou, Hunan, China",zzbtv@zzbtv.com,China
FM Ishikawa,"Kanazawa, Japan",soumu@hellofive.jp,Japan
中廣新聞網,"T'ai-chung-shih, Taiwan",customer@ms1.bcc.com.tw,Taiwan
ABC Radio,"Dhaka, Bangladesh",news@abcradiobd.fm,Bangladesh
漳州交通文艺广播,"Zhangzhou, Fujian, China",fjzzfm@163.com,China
All India Radio,"Jamshedpur, JH, India",airlive@air.org.in,India
Yichang Auto Radio,"Yichang, Hubei, China",sxgdtv@163.com,China
Mix FM,"Taiping, Perak, Malaysia",webmaster@mix.fm,Malaysia
Sindh Police,"Karachi, Pakistan",info@sindhpolicefm.com,Pakistan
K-FORCE MEDIA,"Seoul, South Korea",dema@dema.mll.kr,South Korea
Prosafm,"Kraksaan, Indonesia",prosa_fm@yahoo.co.id,Indonesia
Muews Radio Digos,"Digos, Philippines",arvin@yrabroadcast.com,Philippines
Anhui Opera Radio,"Hefei, Anhui, China",news@ahradio.com.cn,China
ujyaalo fm,"Kathmandu, Nepal",info@unn.com.np,Nepal
FM U-LaLa,"Chiba, Japan",fmu@fmu.co.jp,Japan
Radio Kishi Wada,"岸和田市, 岸和田市野田町1丁目6-19栄光ビル２階, Japan",mail@radiokishiwada.jp,Japan
FM Lequio,"Naha, Japan",80.6@fmlequio.com,Japan
Buddhawas Radio,"Sahatsakhan, Thailand",buddhawas@hotmail.com,Thailand
Radio Mirchi,"Varanasi, UP, India",neeraj.pathak@timesgroup.com,India
Al Quran Al Kareem Radio,"Beirut, Lebanon",darelfatwa@darelfatwa.gov.lb,Lebanon
Abirawa Top FM,"Batang, Indonesia",abirawa.batang@gmail.com,Indonesia
Hunan Auto & Music Radio,"Changsha, Hunan, China",ou3902@163.com,China
Radio Madhyapaschim,"Dang, Nepal",rmpoffice.fm@gmail.com,Nepal
Regista Fm Cikatomas,"Tasikmalaya, Indonesia",radioregista886fm@gmail.com,Indonesia
Radio Malaysia Perlis,"Wallace Bay, Malaysia",saadon@utusan.com.my,Malaysia
Sunny 105.1 FM,"Amman, Jordan",info@sunny.jo,Jordan
Hello FM,"Dubai, United Arab Emirates",e.connect@hello.fm,United Arab Emirates
Smooth FM,"Cebu City, Philippines",smoothfmcebu@yahoo.com,Philippines
Kalika FM,"Bharatpur, Chitwan, Nepal",info@kalikafm.com.np,Nepal
Star KSA,"Riyadh, Saudi Arabia",info@starksa.com,Saudi Arabia
FM NCV Okitama GO!,"Yonezawa, Japan",info@fm834.jp,Japan
Radio Nagarik,"Simara, Nepal",info@hostyasui.com,Nepal
Bheri FM,"Kathmandu, Nepal",npiktm@wlink.com.np,Nepal
Nila FM,"Pondicherry, India",nilafm@hotmail.com,India
Sankakuyama Radio,"Sapporo, Japan",request@sankakuyama.co.jp,Japan
Apna Lahore,"Lahore, Pakistan",contact@apnafmnetwork.pk,Pakistan
IC Radio Broadcasting,"T'ao-yuan, Taiwan",service@ic975.com,Taiwan
Radio Heartline Lampung,"Lampung, Indonesia",aris.tarkus@heartline.co.id,Indonesia
AIR Radio West Service,"Jabalpur, MP, India",airlive@air.org.in,India
Oriono,"Dushanbe, Tajikistan",info@orionomedia.tj,Tajikistan
Auto Radio,"Dubai, United Arab Emirates",info@autoradio.ae,United Arab Emirates
Voice Of The Ocean,"T'ai-chung-shih, Taiwan",tati@taiwantt.org.tw,Taiwan
City FM 89,"Karachi, Pakistan",karachi@cityfm89.com,Pakistan
Suryan FM,"Thrissur, India",queries@sunnetwork.in,India
Shonan Beach FM,"Hayama, Japan",letter@beachfm.co.jp,Japan
Changzhou Oldies Radio,"Changzhou, Jiangsu, China",webmaster@cztv.tv,China
Kiwari FM,"Sukabumi, Indonesia",radiokiwari@yahoo.com,Indonesia
Radio Tikapur,"Kailali, Nepal",tikapurfm101@gmail.com,Nepal
Jiangxi iRadio 103.4,"Nanchang, Jiangxi, China",music@mail.jxgdw.com,China
Radio Angham,"Ramallah, Palestinian Territory",feedback@radioangham.com,Palestinian Territory
AIR Radio West Service,"Solapur, MH, India",airlive@air.org.in,India
中廣新聞網,"I-lan, Taiwan",customer@ms1.bcc.com.tw,Taiwan
Star FM Cebu,"Cebu City, Philippines",starfm_cebu@bomboradyo.com,Philippines
Gyan Vani,"Aurangabad, MH , India",imperialravi7@gmail.com,India
FM SUN,"Sakaide, Japan",fmsun@kbn.ne.jp,Japan
Sinar FM,"Kuala Lumpur, Malaysia",webmaster@sinar.fm,Malaysia
RTI Baseball,"Taipei, Taiwan",rti@rti.org.tw,Taiwan
Chengdu News Radio,"Chengdu, Sichuan, China",cgxwts@163.com,China
Nota Loubnania,"Beirut, Lebanon",notaloubnania@hotmail.com,Lebanon
Henan Music Radio,"Zhengzhou, Henan, China",services@contact.hnr.cn,China
Mood 92,"Amman, Jordan",info@mood.fm,Jordan
Radio Sailung,"Dolakha, Nepal",news.sailung@gmail.com,Nepal
FM Shiroishi With-S,"Sapporo, Japan",with-s@830.fm,Japan
Avtoradio,"Almaty, Kazakhstan",info@avtoradio.kz,Kazakhstan
CRI News Radio,"Hefei, Anhui, China",mzgl@cri.com.cn,China
Zhejiang Traffic Radio,"Hangzhou, Zhejiang, China",fm93radio@qq.com,China
Love 97.2 FM,"Caldecott Hill Estate, SG, Singapore",love972@mediacorp.sg,Singapore
SERANG RADIO,"Serang, Indonesia",marketing@serangradio.com,Indonesia
Virgin Radio Jordan,"Amman, Jordan",info@virginradiojordan.com,Jordan
FM HAMANASU,"Iwamizawa, Japan",fm761@theia.ocn.ne.jp,Japan
Comiten,"Fukuoka, Japan",777@comiten.jp,Japan
FM Nagano,"Matsumoto, Japan",mail@fmnagano.co.jp,Japan
Hefei Auto & Music Radio,"Hefei, Anhui, China",master@hfol.com.cn,China
DBC 7 Radio CO,"Hong Kong, Hong Kong",info@dbc.hk,Hong Kong
HOT FM Layyah,"Multan, Pakistan",info@soloradiofm.com,Pakistan
Suryan FM,"Allahabad, India",queries@sunnetwork.in,India
KBS Korean Radio,"Seoul, South Korea",tunein_kbsradio@kbsmedia.co.kr,South Korea
FM Bulan Sorsogon,"Sorsogon, Philippines",dwbsfm@yahoo.com,Philippines
Xiamen Travel Broadcasting Channel,"Xiamen, Fujian, China",hzy@94tbc.com,China
Adyemaja FM,"Lhokseumawe, Indonesia",adyemaja@yahoo.com,Indonesia
Gipsi FM,"Langsa, Indonesia",radiogipsifm@yahoo.com,Indonesia
Modern Radio Narathiwat,"Narathiwat, Thailand",mcot.digital@mcot.net,Thailand
Air Tesshi,"Nayoro, Japan",788@nayoro.fm,Japan
MobileRadio.lk,"Colombo, Sri Lanka",admin@mobileradio.lk,Sri Lanka
Radio Mevaser Tov,"Jerusalem, Israel",tov7770@gmail.com,Israel
Shangrao News Radio,"Shangrao , Jiangxi, China",srdtxwb6101@163.com,China
BBC Arabic,"Kirkuk, Iraq",worldservice@bbc.co.uk,Iraq
Gyan Vani,"Jabalpur, MP , India",imperialravi7@gmail.com,India
Mt. Scopus Radio,"Jerusalem, Israel",radio@mscc.huji.ac.il,Israel
Xuzhou Economy Life Radio,"Xuzhou, Jiangsu, China",radio@xzgd.com,China
Al Wisal,"Muscat, Oman",studio@wisal.fm,Oman
News 98 FM Radio,"Taipei, Taiwan",news98@news98.com.tw,Taiwan
IRIB R Javan,"Tehran, Iran",radiojavan@irib.ir,Iran
South-eastern Guizhou Radio,"Kaili, Guizhou, China",fm1049@qdntv.com,China
TJB POWER FM,"Daejeon, South Korea",hl3qfd@tjb.co.kr,South Korea
Indigo 91.9,"Bangalore, India",bangalore@radioindigo.fm,India
MRO Radio,"Kanazawa, Japan",radio@mro.co.jp,Japan
FM PiPi,"Tajimi, Japan",info@fmpipi.co.jp,Japan
IDC Radio,"Herzliya, Israel",goto@1062fm.co.il,Israel
CRI Hit FM,"Shanghai, China",contact@hitfm.cn,China
Fujian Traffic Radio,"Fuzhou, Fujian, China",video@fjtv.net,China
Wish 1075,"Cebu City, Philippines",info@wish1075.com,Philippines
FM Zenkoji,"Nagano, Japan",765@fm-zenkouji.co.jp,Japan
Radio City Surat,"Surat, India",info@planetradiocity.com,India
FM Gig,"Kyoto, Japan",mail@fm-gig.net,Japan
RTM Ai FM,"Taiping, Malaysia",info@aifm.net.my,Malaysia
I go 531,"Taipei, Taiwan",customer@ms1.bcc.com.tw,Taiwan
SLBC Tamil National Service,"Colombo, Sri Lanka",ddge@slbc.lk,Sri Lanka
Bhaktapur FM,"Bhaktapur, Nepal",info@bhaktapurfm.com.np,Nepal
Kiss FM,"Colombo, Sri Lanka",studio@kissfm.lk,Sri Lanka
Class 95 FM,"Caldecott Hill Estate, SG, Singapore",class95@mediacorp.com.sg,Singapore
AIR Radio South Service,"Madras, TN, India",airlive@air.org.in,India
Apna Karachi,"Karachi, Pakistan",apnakarachi107@cyber.net.pk,Pakistan
Kristal FM,"Bandar Seri Begawan, Brunei Darussalam",kristalfm@dst-group.com,Brunei Darussalam
109FM Israel,"Tel Aviv, Israel",yosib@cue-ad.com,Israel
Ningbo Music Radio,"Ningbo, Zhejiang, China",cql@nbradio.com,China
Eagle FM,"Phidim, Nepal",fm_eagle@yahoo.com,Nepal
Kiss FM,"Jember, Indonesia",kissfm_markt@yahoo.com,Indonesia
Radio Kol Hagalil Haelion 105.3fm,"Haifa, Israel",galilradio@gmail.com,Israel
BBC World Service Singapore,"Singapore, Singapore",worldservice@bbc.co.uk,Singapore
Radio Dhamaal,"Jabalpur, MP, India",info@fmradiodhamaal.com,India
All India Radio,"Hamirpur, HP, India",airlive@air.org.in,India
U FM,"Salmiya, Kuwait",chjaleel@gmail.com,Kuwait
mcfm,"Banyuwangi, Indonesia",mcfmbwi@gmail.com,Indonesia
Yunnan Traffic Radio,"Kunming, Yunnan, China",admin@ynradio.net,China
Radyo Uno,"Caloocan, Philippines",info@dzme1530.com,Philippines
FM Mie,"Tsu, Japan",sc@fmmie.co.jp,Japan
Radio Didi Bahini,"Kusma, Nepal",news@radiodidibahini.org,Nepal
Win Radio Iloilo,"Iloilo city, Philippines",winradio1075@yahoo.com,Philippines
Kiwari Radio,"Sukabumi, Indonesia",radiokiwari@yahoo.com,Indonesia
FM Moeru,"Rumoi, Japan",769@moeru.fm,Japan
YES FM Dumaguete,"Dumaguete, Philippines",info@yesfm.com.ph,Philippines
Radio Mirmire,"Kathmandu, Nepal",info@radiomirmire.com,Nepal
Sunny Radio,"T'ai-chung-shih, Taiwan",service@sunny891.com.tw,Taiwan
Jilin News Radio,"Changchun, Jilin, China",xwzhgb@126.com,China
DZRJ,"Makati, Philippines",RECORTOS@YAHOO.COM,Philippines
Radio Tengri FM,"Almaty, Kazakhstan",info@tengrifm.kz,Kazakhstan
Hello FM,"Chennai, TN, India",Indu@hellofm.in,India
TBC Chung Hsing Radio,"Taichung, Taiwan",3518001@ms37.hinet.net,Taiwan
Nanjing News & Comprehensive Radio,"Nanjing, Jiangsu, China",ybw@njgb.com,China
99.5 Star FM,"Iloilo, Philippines",starfm_iloilo@bomboradyo.com,Philippines
Isira FM,"Colombo, Sri Lanka",info@tnltv.lk,Sri Lanka
PBC Lahore,"Lahore, Pakistan",webdesk@radio.gov.pk,Pakistan
Jiangmen News Radio,"Jiangmen, Guangdong, China",jmradio@jmcatv.com.cn,China
Modern Radio Yasothon,"Yasothon, Thailand",FM_Yasothon@MCOT.NET,Thailand
Radio Tamor,"Taplejung, Nepal",tamorfm.102mhz@gmail.com,Nepal
Radio Rakambia,"Dili, Timor-Leste",radiorakambia@gmail.com,Timor-Leste
Happy Radio Penghu,"Magong, Taiwan",service@musicvein.com.tw,Taiwan
Ningxia Traffic Radio,"Yinchuan, Ningxia, China",fm984@nxtv.cn,China
RTHK Putonghua Radio,"Kowloon, Hong Kong",am621@rthk.hk,Hong Kong
Trendy FM Manado,"Manado, Indonesia",trendy936@yahoo.com,Indonesia
Rakista Radio,"Manila, Philippines",radio@rakista.com,Philippines
NERTT,"T'ai-tung, Taiwan",jessica@nertt.gov.tw,Taiwan
Radio Harbos FM,"Pati, Indonesia",harbos_fm@yahoo.com,Indonesia
NEWS Plus,"Beijing, China",crieng@cri.com.cn,China
Ningbo Traffic Radio,"Ningbo, Zhejiang, China",webmaster@nbradio.com,China
91.5FM - Phuket Island Radio,"Phuket, Thailand",info@phuketfmradio.com,Thailand
